pair_mode,label,ref_row_id,cand_row_id,ref_cve,cand_cve,ref_cwe,cand_cwe,language,coverage,risk_score,kg_consistency_score,exact_cve_provenance,exact_commit_provenance,cwe_match,kg_ref_available,vscore_ref_available,risk_only,coverage_only,kg_consistency,coverage_plus_kg,qgdca_no_kg,qgdca_full
cross_cwe_different_cve,0,27770,11448,CVE-2019-19246,CVE-2021-29588,CWE-125,CWE-369,C,0.07692307692307693,0.7913479999999999,0.35,False,False,False,True,True,0.7913479999999999,0.07692307692307693,0.35,0.15884615384615386,-inf,-inf
true_pair,1,22485,22485,CVE-2016-5129,CVE-2016-5129,CWE-119,CWE-119,C++,0.8991596638655462,0.84362,0.5499999999999999,True,True,True,True,True,0.84362,0.8991596638655462,0.5499999999999999,0.7944117647058824,0.8880517310924371,0.8035387983193276
same_cwe_different_cve,0,22485,4035,CVE-2016-5129,CVE-2016-3134,CWE-119,CWE-119,C++,0.03361344537815126,0.84362,0.5499999999999999,False,False,True,True,True,0.84362,0.03361344537815126,0.5499999999999999,0.18852941176470586,-inf,-inf
cross_cwe_different_cve,0,22485,10117,CVE-2016-5129,CVE-2018-14036,CWE-119,CWE-22,C++,0.058823529411764705,0.84362,0.2,False,False,False,True,True,0.84362,0.058823529411764705,0.2,0.10117647058823528,-inf,-inf
true_pair,1,1148,1148,CVE-2022-25298,CVE-2022-25298,CWE-22,CWE-22,C++,0.9615384615384616,0.7438039999999999,0.5499999999999999,True,True,True,True,True,0.7438039999999999,0.9615384615384616,0.5499999999999999,0.8380769230769229,0.9179915692307693,0.8259936769230768
same_cwe_different_cve,0,1148,23827,CVE-2022-25298,CVE-2014-8737,CWE-22,CWE-22,C++,0.19230769230769232,0.7438039999999999,0.5499999999999999,False,False,True,True,True,0.7438039999999999,0.19230769230769232,0.5499999999999999,0.2996153846153846,-inf,-inf
cross_cwe_different_cve,0,1148,26811,CVE-2022-25298,CVE-2020-24870,CWE-22,CWE-787,C++,0.038461538461538464,0.7438039999999999,0.2,False,False,False,True,True,0.7438039999999999,0.038461538461538464,0.2,0.08692307692307692,-inf,-inf
true_pair,1,11882,11882,CVE-2023-27478,CVE-2023-27478,CWE-200,CWE-200,C++,0.989247311827957,0.5902240000000001,0.9,True,True,True,True,True,0.5902240000000001,0.989247311827957,0.9,0.9624731182795698,0.9094426494623657,0.9070819870967741
same_cwe_different_cve,0,11882,18318,CVE-2023-27478,CVE-2013-7263,CWE-200,CWE-200,C++,0.021505376344086023,0.5902240000000001,0.75,False,False,True,True,True,0.5902240000000001,0.021505376344086023,0.75,0.24005376344086019,-inf,-inf
cross_cwe_different_cve,0,11882,27194,CVE-2023-27478,CVE-2023-1289,CWE-200,CWE-20,C++,0.021505376344086023,0.5902240000000001,0.5499999999999999,False,False,False,True,True,0.5902240000000001,0.021505376344086023,0.5499999999999999,0.1800537634408602,-inf,-inf
true_pair,1,31361,31361,CVE-2020-11089,CVE-2020-11089,CWE-125,CWE-125,C,0.9830508474576272,0.473016,0.9,True,True,True,True,True,0.473016,0.9830508474576272,0.9,0.958135593220339,0.8810438779661017,0.8857829084745763
same_cwe_different_cve,0,31361,16345,CVE-2020-11089,CVE-2021-3753,CWE-125,CWE-125,C,0.03389830508474576,0.473016,0.9,False,False,True,True,True,0.473016,0.03389830508474576,0.9,0.29372881355932207,-inf,-inf
cross_cwe_different_cve,0,31361,12074,CVE-2020-11089,CVE-2023-29416,CWE-125,CWE-787,C,0.03389830508474576,0.473016,0.5499999999999999,False,False,False,True,True,0.473016,0.03389830508474576,0.5499999999999999,0.188728813559322,-inf,-inf
true_pair,1,16212,16212,CVE-2021-45429,CVE-2021-45429,CWE-120,CWE-120,C,1.0,0.54062,0.5499999999999999,True,True,True,True,True,0.54062,1.0,0.5499999999999999,0.865,0.908124,0.8185929999999999
same_cwe_different_cve,0,16212,9808,CVE-2021-45429,CVE-2018-1000117,CWE-120,CWE-120,C,0.013513513513513514,0.54062,0.5499999999999999,False,False,True,True,True,0.54062,0.013513513513513514,0.5499999999999999,0.17445945945945945,-inf,-inf
cross_cwe_different_cve,0,16212,30666,CVE-2021-45429,CVE-2022-47022,CWE-120,CWE-476,C,0.013513513513513514,0.54062,0.2,False,False,False,True,True,0.54062,0.013513513513513514,0.2,0.06945945945945946,-inf,-inf
true_pair,1,28761,28761,CVE-2015-1335,CVE-2015-1335,CWE-59,CWE-59,C,1.0,0.57704,0.5499999999999999,True,True,True,True,True,0.57704,1.0,0.5499999999999999,0.865,0.915408,0.8240559999999999
same_cwe_different_cve,0,28761,18754,CVE-2015-1335,CVE-2020-15861,CWE-59,CWE-59,C,0.05,0.57704,0.7,False,False,True,True,True,0.57704,0.05,0.7,0.245,-inf,-inf
cross_cwe_different_cve,0,28761,7556,CVE-2015-1335,CVE-2016-5153,CWE-59,CWE-19,C,0.025,0.57704,0.2,False,False,False,True,True,0.57704,0.025,0.2,0.0775,-inf,-inf
true_pair,1,15745,15745,CVE-2018-20976,CVE-2018-20976,CWE-416,CWE-416,C,0.9934640522875817,0.645248,0.5499999999999999,True,True,True,True,True,0.645248,0.9934640522875817,0.5499999999999999,0.8604248366013072,0.9238208418300654,0.8303656313725489
same_cwe_different_cve,0,15745,16799,CVE-2018-20976,CVE-2022-3256,CWE-416,CWE-416,C,0.013071895424836602,0.645248,0.7,False,False,True,True,True,0.645248,0.013071895424836602,0.7,0.2191503267973856,-inf,-inf
cross_cwe_different_cve,0,15745,12192,CVE-2018-20976,CVE-2023-29994,CWE-416,CWE-787,C,0.006535947712418301,0.645248,0.35,False,False,False,True,True,0.645248,0.006535947712418301,0.35,0.1095751633986928,-inf,-inf
true_pair,1,18658,18658,CVE-2014-4943,CVE-2014-4943,CWE-269,CWE-269,C,0.9565217391304348,0.731272,0.5499999999999999,True,True,True,True,True,0.731272,0.9565217391304348,0.5499999999999999,0.8345652173913043,0.9114717913043479,0.8211038434782608
same_cwe_different_cve,0,18658,14090,CVE-2014-4943,CVE-2023-6507,CWE-269,CWE-269,C,0.10869565217391304,0.731272,0.7,False,False,True,True,True,0.731272,0.10869565217391304,0.7,0.2860869565217391,-inf,-inf
cross_cwe_different_cve,0,18658,3026,CVE-2014-4943,CVE-2013-0867,CWE-269,CWE-20,C,0.06521739130434782,0.731272,0.2,False,False,False,True,True,0.731272,0.06521739130434782,0.2,0.10565217391304346,-inf,-inf
true_pair,1,6379,6379,CVE-2023-24808,CVE-2023-24808,CWE-835,CWE-835,C,1.0,0.513976,0.9,True,True,True,True,True,0.513976,1.0,0.9,0.97,0.9027952,0.9020963999999999
same_cwe_different_cve,0,6379,12680,CVE-2023-24808,CVE-2017-11446,CWE-835,CWE-835,C,0.18,0.513976,0.75,False,False,True,True,True,0.513976,0.18,0.75,0.351,-inf,-inf
cross_cwe_different_cve,0,6379,22990,CVE-2023-24808,CVE-2016-8658,CWE-835,CWE-119,C,0.1,0.513976,0.4,False,False,False,True,True,0.513976,0.1,0.4,0.19,-inf,-inf
true_pair,1,1334,1334,CVE-2022-0485,CVE-2022-0485,CWE-252,CWE-252,C,0.8125,0.489668,0.9,True,True,True,True,True,0.489668,0.8125,0.9,0.83875,0.7479336000000001,0.7859502
same_cwe_different_cve,0,1334,21656,CVE-2022-0485,CVE-2021-32845,CWE-252,CWE-252,C,0.125,0.489668,0.75,False,False,True,True,True,0.489668,0.125,0.75,0.3125,-inf,-inf
cross_cwe_different_cve,0,1334,31348,CVE-2022-0485,CVE-2019-20807,CWE-252,CWE-78,C,0.0625,0.489668,0.4,False,False,False,True,True,0.489668,0.0625,0.4,0.16375,-inf,-inf
true_pair,1,11619,11619,CVE-2018-25015,CVE-2018-25015,CWE-416,CWE-416,C,0.9824561403508771,0.6383,0.5499999999999999,True,True,True,True,True,0.6383,0.9824561403508771,0.5499999999999999,0.852719298245614,0.9136249122807018,0.8227186842105262
same_cwe_different_cve,0,11619,31141,CVE-2018-25015,CVE-2022-2453,CWE-416,CWE-416,C,0.07017543859649122,0.6383,0.7,False,False,True,True,True,0.6383,0.07017543859649122,0.7,0.25912280701754387,-inf,-inf
cross_cwe_different_cve,0,11619,14133,CVE-2018-25015,CVE-2023-49294,CWE-416,CWE-22,C,0.017543859649122806,0.6383,0.35,False,False,False,True,True,0.6383,0.017543859649122806,0.35,0.11728070175438596,-inf,-inf
true_pair,1,19737,19737,CVE-2019-6283,CVE-2019-6283,CWE-125,CWE-125,C++,1.0,0.6984360000000001,0.5499999999999999,True,True,True,True,True,0.6984360000000001,1.0,0.5499999999999999,0.865,0.9396872000000001,0.8422653999999999
same_cwe_different_cve,0,19737,4720,CVE-2019-6283,CVE-2019-10872,CWE-125,CWE-125,C++,0.4,0.6984360000000001,0.5499999999999999,False,False,True,True,True,0.6984360000000001,0.4,0.5499999999999999,0.44499999999999995,-inf,-inf
cross_cwe_different_cve,0,19737,7117,CVE-2019-6283,CVE-2018-7323,CWE-125,CWE-834,C++,0.2,0.6984360000000001,0.2,False,False,False,True,True,0.6984360000000001,0.2,0.2,0.19999999999999998,-inf,-inf
true_pair,1,21308,21308,CVE-2017-5130,CVE-2017-5130,CWE-787,CWE-787,C,1.0,0.8700640000000001,0.5499999999999999,True,True,True,True,True,0.8700640000000001,1.0,0.5499999999999999,0.865,0.9740128000000001,0.8680095999999999
same_cwe_different_cve,0,21308,14056,CVE-2017-5130,CVE-2023-40080,CWE-787,CWE-787,C,0.023809523809523808,0.8700640000000001,0.5499999999999999,False,False,True,True,True,0.8700640000000001,0.023809523809523808,0.5499999999999999,0.18166666666666664,-inf,-inf
cross_cwe_different_cve,0,21308,979,CVE-2017-5130,CVE-2022-0443,CWE-787,CWE-416,C,0.09523809523809523,0.8700640000000001,0.35,False,False,False,True,True,0.8700640000000001,0.09523809523809523,0.35,0.17166666666666663,-inf,-inf
true_pair,1,13288,13288,CVE-2021-36412,CVE-2021-36412,CWE-787,CWE-787,C,1.0,0.681464,0.5499999999999999,True,True,True,True,True,0.681464,1.0,0.5499999999999999,0.865,0.9362928,0.8397195999999999
same_cwe_different_cve,0,13288,12227,CVE-2021-36412,CVE-2023-31568,CWE-787,CWE-787,C,0.045454545454545456,0.681464,0.7,False,False,True,True,True,0.681464,0.045454545454545456,0.7,0.24181818181818182,-inf,-inf
cross_cwe_different_cve,0,13288,860,CVE-2021-36412,CVE-2019-18217,CWE-787,CWE-835,C,0.07575757575757576,0.681464,0.2,False,False,False,True,True,0.681464,0.07575757575757576,0.2,0.11303030303030304,-inf,-inf
true_pair,1,30093,30093,CVE-2019-20934,CVE-2019-20934,CWE-416,CWE-416,C,1.0,0.416304,0.5499999999999999,True,True,True,True,True,0.416304,1.0,0.5499999999999999,0.865,0.8832608000000001,0.7999455999999999
same_cwe_different_cve,0,30093,8376,CVE-2019-20934,CVE-2015-6831,CWE-416,CWE-416,C,0.05128205128205128,0.416304,0.5499999999999999,False,False,True,True,True,0.416304,0.05128205128205128,0.5499999999999999,0.20089743589743586,-inf,-inf
cross_cwe_different_cve,0,30093,18246,CVE-2019-20934,CVE-2013-6635,CWE-416,CWE-399,C,0.03418803418803419,0.416304,0.2,False,False,False,True,True,0.416304,0.03418803418803419,0.2,0.08393162393162393,-inf,-inf
true_pair,1,4584,4584,CVE-2019-7308,CVE-2019-7308,CWE-189,CWE-189,C,0.9917355371900827,0.50096,0.5499999999999999,True,True,True,True,True,0.50096,0.9917355371900827,0.5499999999999999,0.8592148760330578,0.8935804297520662,0.8076853223140495
same_cwe_different_cve,0,4584,4995,CVE-2019-7308,CVE-2015-3885,CWE-189,CWE-189,C,0.008264462809917356,0.50096,0.5499999999999999,False,False,True,True,True,0.50096,0.008264462809917356,0.5499999999999999,0.17078512396694212,-inf,-inf
cross_cwe_different_cve,0,4584,14293,CVE-2019-7308,CVE-2023-52426,CWE-189,CWE-776,C,0.04132231404958678,0.50096,0.35,False,False,False,True,True,0.50096,0.04132231404958678,0.35,0.13392561983471074,-inf,-inf
true_pair,1,461,461,CVE-2019-14493,CVE-2019-14493,CWE-476,CWE-476,C++,1.0,0.798748,0.5499999999999999,True,True,True,True,True,0.798748,1.0,0.5499999999999999,0.865,0.9597496000000001,0.8573122
same_cwe_different_cve,0,461,28976,CVE-2019-14493,CVE-2008-2812,CWE-476,CWE-476,C++,0.07142857142857142,0.798748,0.5499999999999999,False,False,True,True,True,0.798748,0.07142857142857142,0.5499999999999999,0.21499999999999997,-inf,-inf
cross_cwe_different_cve,0,461,27280,CVE-2019-14493,CVE-2020-23258,CWE-476,CWE-787,C++,0.07142857142857142,0.798748,0.35,False,False,False,True,True,0.798748,0.07142857142857142,0.35,0.155,-inf,-inf
true_pair,1,1664,1664,CVE-2022-40138,CVE-2022-40138,CWE-681,CWE-681,C++,1.0,0.8067120000000001,0.9,True,True,True,True,True,0.8067120000000001,1.0,0.9,0.97,0.9613424,0.9460067999999999
same_cwe_different_cve,0,1664,27050,CVE-2022-40138,CVE-2014-125012,CWE-681,CWE-681,C++,0.0625,0.8067120000000001,0.75,False,False,True,True,True,0.8067120000000001,0.0625,0.75,0.26875,-inf,-inf
cross_cwe_different_cve,0,1664,17975,CVE-2022-40138,CVE-2013-3076,CWE-681,CWE-200,C++,0.0625,0.8067120000000001,0.4,False,False,False,True,True,0.8067120000000001,0.0625,0.4,0.16375,-inf,-inf
true_pair,1,19012,19012,CVE-2016-0816,CVE-2016-0816,CWE-119,CWE-119,C,1.0,0.938972,0.5499999999999999,True,True,True,True,True,0.938972,1.0,0.5499999999999999,0.865,0.9877944000000001,0.8783458
same_cwe_different_cve,0,19012,22854,CVE-2016-0816,CVE-2016-7411,CWE-119,CWE-119,C,0.021505376344086023,0.938972,0.5499999999999999,False,False,True,True,True,0.938972,0.021505376344086023,0.5499999999999999,0.1800537634408602,-inf,-inf
cross_cwe_different_cve,0,19012,15894,CVE-2016-0816,CVE-2019-14816,CWE-119,CWE-122,C,0.010752688172043012,0.938972,0.35,False,False,False,True,True,0.938972,0.010752688172043012,0.35,0.1125268817204301,-inf,-inf
true_pair,1,7327,7327,CVE-2016-6258,CVE-2016-6258,CWE-284,CWE-284,C,0.925,0.6560400000000001,0.5499999999999999,True,True,True,True,True,0.6560400000000001,0.925,0.5499999999999999,0.8125,0.8712080000000001,0.790906
same_cwe_different_cve,0,7327,7844,CVE-2016-6258,CVE-2016-8645,CWE-284,CWE-284,C,0.1,0.6560400000000001,0.5499999999999999,False,False,True,True,True,0.6560400000000001,0.1,0.5499999999999999,0.235,-inf,-inf
cross_cwe_different_cve,0,7327,24174,CVE-2016-6258,CVE-2011-1575,CWE-284,CWE-399,C,0.05,0.6560400000000001,0.2,False,False,False,True,True,0.6560400000000001,0.05,0.2,0.095,-inf,-inf
true_pair,1,21835,21835,CVE-2021-3575,CVE-2021-3575,CWE-787,CWE-787,C,1.0,0.7543,0.9,True,True,True,True,True,0.7543,1.0,0.9,0.97,0.95086,0.938145
same_cwe_different_cve,0,21835,30344,CVE-2021-3575,CVE-2020-1917,CWE-787,CWE-787,C,0.06666666666666667,0.7543,0.75,False,False,True,True,True,0.7543,0.06666666666666667,0.75,0.2716666666666666,-inf,-inf
cross_cwe_different_cve,0,21835,29414,CVE-2021-3575,CVE-2024-22050,CWE-787,CWE-22,C,0.06666666666666667,0.7543,0.5499999999999999,False,False,False,True,True,0.7543,0.06666666666666667,0.5499999999999999,0.21166666666666664,-inf,-inf
true_pair,1,2845,2845,CVE-2013-3670,CVE-2013-3670,CWE-119,CWE-119,C,1.0,0.5301960000000001,0.5499999999999999,True,True,True,True,True,0.5301960000000001,1.0,0.5499999999999999,0.865,0.9060392,0.8170293999999999
same_cwe_different_cve,0,2845,18413,CVE-2013-3670,CVE-2014-2299,CWE-119,CWE-119,C,0.26666666666666666,0.5301960000000001,0.5499999999999999,False,False,True,True,True,0.5301960000000001,0.26666666666666666,0.5499999999999999,0.3516666666666666,-inf,-inf
cross_cwe_different_cve,0,2845,3314,CVE-2013-3670,CVE-2014-0181,CWE-119,CWE-264,C,0.26666666666666666,0.5301960000000001,0.2,False,False,False,True,True,0.5301960000000001,0.26666666666666666,0.2,0.24666666666666665,-inf,-inf
true_pair,1,9890,9890,CVE-2019-19577,CVE-2019-19577,CWE-401,CWE-401,C,0.631578947368421,0.587708,0.5499999999999999,True,True,True,True,True,0.587708,0.631578947368421,0.5499999999999999,0.6071052631578946,0.6228047578947369,0.6046035684210526
same_cwe_different_cve,0,9890,11113,CVE-2019-19577,CVE-2023-41102,CWE-401,CWE-401,C,0.05263157894736842,0.587708,0.5499999999999999,False,False,True,True,True,0.587708,0.05263157894736842,0.5499999999999999,0.20184210526315788,-inf,-inf
cross_cwe_different_cve,0,9890,22789,CVE-2019-19577,CVE-2016-5164,CWE-401,CWE-79,C,0.05263157894736842,0.587708,0.2,False,False,False,True,True,0.587708,0.05263157894736842,0.2,0.0968421052631579,-inf,-inf
true_pair,1,16733,16733,CVE-2022-35964,CVE-2022-35964,CWE-20,CWE-20,C++,0.8571428571428571,0.47679200000000005,0.9,True,True,True,True,True,0.47679200000000005,0.8571428571428571,0.9,0.87,0.7810726857142858,0.8108045142857142
same_cwe_different_cve,0,16733,8341,CVE-2022-35964,CVE-2015-8730,CWE-20,CWE-20,C++,0.015873015873015872,0.47679200000000005,0.75,False,False,True,True,True,0.47679200000000005,0.015873015873015872,0.75,0.23611111111111108,-inf,-inf
cross_cwe_different_cve,0,16733,178,CVE-2022-35964,CVE-2019-12298,CWE-20,CWE-787,C++,0.015873015873015872,0.47679200000000005,0.4,False,False,False,True,True,0.47679200000000005,0.015873015873015872,0.4,0.1311111111111111,-inf,-inf
true_pair,1,9906,9906,CVE-2019-19807,CVE-2019-19807,CWE-416,CWE-416,C,1.0,0.634512,0.5499999999999999,True,True,True,True,True,0.634512,1.0,0.5499999999999999,0.865,0.9269024,0.8326767999999999
same_cwe_different_cve,0,9906,16151,CVE-2019-19807,CVE-2021-46502,CWE-416,CWE-416,C,0.014084507042253521,0.634512,0.5499999999999999,False,False,True,True,True,0.634512,0.014084507042253521,0.5499999999999999,0.17485915492957743,-inf,-inf
cross_cwe_different_cve,0,9906,22776,CVE-2019-19807,CVE-2016-5155,CWE-416,CWE-254,C,0.014084507042253521,0.634512,0.2,False,False,False,True,True,0.634512,0.014084507042253521,0.2,0.06985915492957746,-inf,-inf
true_pair,1,914,914,CVE-2017-6353,CVE-2017-6353,CWE-415,CWE-415,C,1.0,0.44622,0.5499999999999999,True,True,True,True,True,0.44622,1.0,0.5499999999999999,0.865,0.889244,0.804433
same_cwe_different_cve,0,914,29394,CVE-2017-6353,CVE-2023-52284,CWE-415,CWE-415,C,0.019230769230769232,0.44622,0.5499999999999999,False,False,True,True,True,0.44622,0.019230769230769232,0.5499999999999999,0.17846153846153845,-inf,-inf
cross_cwe_different_cve,0,914,20350,CVE-2017-6353,CVE-2015-1278,CWE-415,CWE-254,C,0.038461538461538464,0.44622,0.2,False,False,False,True,True,0.44622,0.038461538461538464,0.2,0.08692307692307692,-inf,-inf
true_pair,1,11440,11440,CVE-2021-29579,CVE-2021-29579,CWE-787,CWE-787,C++,1.0,0.19606,0.5499999999999999,True,True,True,True,True,0.19606,1.0,0.5499999999999999,0.865,0.8392120000000001,0.766909
same_cwe_different_cve,0,11440,12935,CVE-2021-29579,CVE-2017-14136,CWE-787,CWE-787,C++,0.05434782608695652,0.19606,0.5499999999999999,False,False,True,True,True,0.19606,0.05434782608695652,0.5499999999999999,0.20304347826086955,-inf,-inf
cross_cwe_different_cve,0,11440,16302,CVE-2021-29579,CVE-2022-24958,CWE-787,CWE-763,C++,0.03260869565217391,0.19606,0.2,False,False,False,True,True,0.19606,0.03260869565217391,0.2,0.08282608695652173,-inf,-inf
true_pair,1,31392,31392,CVE-2020-13775,CVE-2020-13775,CWE-476,CWE-476,C++,1.0,0.695084,0.5499999999999999,True,True,True,True,True,0.695084,1.0,0.5499999999999999,0.865,0.9390168000000001,0.8417625999999999
same_cwe_different_cve,0,31392,12139,CVE-2020-13775,CVE-2023-2177,CWE-476,CWE-476,C++,0.0625,0.695084,0.7,False,False,True,True,True,0.695084,0.0625,0.7,0.25375,-inf,-inf
cross_cwe_different_cve,0,31392,13913,CVE-2020-13775,CVE-2009-3238,CWE-476,CWE-338,C++,0.0625,0.695084,0.2,False,False,False,True,True,0.695084,0.0625,0.2,0.10375,-inf,-inf
true_pair,1,5987,5987,CVE-2017-13204,CVE-2017-13204,CWE-200,CWE-200,C,0.9896907216494846,0.736552,0.5499999999999999,True,True,True,True,True,0.736552,0.9896907216494846,0.5499999999999999,0.8577835051546392,0.9390629773195878,0.8417972329896907
same_cwe_different_cve,0,5987,25770,CVE-2017-13204,CVE-2018-18073,CWE-200,CWE-200,C,0.010309278350515464,0.736552,0.5499999999999999,False,False,True,True,True,0.736552,0.010309278350515464,0.5499999999999999,0.1722164948453608,-inf,-inf
cross_cwe_different_cve,0,5987,4470,CVE-2017-13204,CVE-2014-7188,CWE-200,CWE-399,C,0.020618556701030927,0.736552,0.2,False,False,False,True,True,0.736552,0.020618556701030927,0.2,0.07443298969072165,-inf,-inf
true_pair,1,20677,20677,CVE-2021-38200,CVE-2021-38200,CWE-476,CWE-476,C,1.0,0.396484,0.5499999999999999,True,True,True,True,True,0.396484,1.0,0.5499999999999999,0.865,0.8792968000000001,0.7969725999999999
same_cwe_different_cve,0,20677,22092,CVE-2021-38200,CVE-2022-1507,CWE-476,CWE-476,C,0.2,0.396484,0.7,False,False,True,True,True,0.396484,0.2,0.7,0.35,-inf,-inf
cross_cwe_different_cve,0,20677,4392,CVE-2021-38200,CVE-2014-5207,CWE-476,CWE-269,C,0.15,0.396484,0.2,False,False,False,True,True,0.396484,0.15,0.2,0.16499999999999998,-inf,-inf
true_pair,1,13160,13160,CVE-2021-45258,CVE-2021-45258,CWE-787,CWE-787,C,1.0,0.50912,0.5499999999999999,True,True,True,True,True,0.50912,1.0,0.5499999999999999,0.865,0.9018240000000001,0.8138679999999999
same_cwe_different_cve,0,13160,14736,CVE-2021-45258,CVE-2020-15196,CWE-787,CWE-787,C,0.03418803418803419,0.50912,0.5499999999999999,False,False,True,True,True,0.50912,0.03418803418803419,0.5499999999999999,0.1889316239316239,-inf,-inf
cross_cwe_different_cve,0,13160,27795,CVE-2021-45258,CVE-2019-19526,CWE-787,CWE-416,C,0.07692307692307693,0.50912,0.2,False,False,False,True,True,0.50912,0.07692307692307693,0.2,0.11384615384615385,-inf,-inf
true_pair,1,10533,10533,CVE-2018-17942,CVE-2018-17942,CWE-787,CWE-787,C,1.0,0.8589880000000001,0.5499999999999999,True,True,True,True,True,0.8589880000000001,1.0,0.5499999999999999,0.865,0.9717976,0.8663481999999999
same_cwe_different_cve,0,10533,15690,CVE-2018-17942,CVE-2019-14734,CWE-787,CWE-787,C,0.07317073170731707,0.8589880000000001,0.5499999999999999,False,False,True,True,True,0.8589880000000001,0.07317073170731707,0.5499999999999999,0.21621951219512192,-inf,-inf
cross_cwe_different_cve,0,10533,29442,CVE-2018-17942,CVE-2023-52339,CWE-787,CWE-190,C,0.04878048780487805,0.8589880000000001,0.35,False,False,False,True,True,0.8589880000000001,0.04878048780487805,0.35,0.13914634146341462,-inf,-inf
true_pair,1,19820,19820,CVE-2019-6974,CVE-2019-6974,CWE-362,CWE-362,C,1.0,0.87236,0.6499999999999999,True,True,True,True,True,0.87236,1.0,0.6499999999999999,0.8949999999999999,0.974472,0.893354
same_cwe_different_cve,0,19820,14893,CVE-2019-6974,CVE-2020-29374,CWE-362,CWE-362,C,0.07894736842105263,0.87236,0.6499999999999999,False,False,True,True,True,0.87236,0.07894736842105263,0.6499999999999999,0.2502631578947368,-inf,-inf
cross_cwe_different_cve,0,19820,2076,CVE-2019-6974,CVE-2012-0841,CWE-362,CWE-399,C,0.05263157894736842,0.87236,0.30000000000000004,False,False,False,True,True,0.87236,0.05263157894736842,0.30000000000000004,0.1268421052631579,-inf,-inf
true_pair,1,25073,25073,CVE-2020-9432,CVE-2020-9432,CWE-295,CWE-295,C,1.0,0.7559119999999999,0.5499999999999999,True,True,True,True,True,0.7559119999999999,1.0,0.5499999999999999,0.865,0.9511824,0.8508867999999999
same_cwe_different_cve,0,25073,30362,CVE-2020-9432,CVE-2020-15260,CWE-295,CWE-295,C,0.07142857142857142,0.7559119999999999,0.5499999999999999,False,False,True,True,True,0.7559119999999999,0.07142857142857142,0.5499999999999999,0.21499999999999997,-inf,-inf
cross_cwe_different_cve,0,25073,13881,CVE-2020-9432,CVE-2009-1389,CWE-295,CWE-119,C,0.03571428571428571,0.7559119999999999,0.2,False,False,False,True,True,0.7559119999999999,0.03571428571428571,0.2,0.08499999999999999,-inf,-inf
true_pair,1,29302,29302,CVE-2023-50245,CVE-2023-50245,CWE-120,CWE-120,C++,0.972972972972973,0.8271240000000001,0.9,True,True,True,True,True,0.8271240000000001,0.972972972972973,0.9,0.9510810810810811,0.9438031783783785,0.9328523837837838
same_cwe_different_cve,0,29302,16331,CVE-2023-50245,CVE-2022-24704,CWE-120,CWE-120,C++,0.08108108108108109,0.8271240000000001,0.75,False,False,True,True,True,0.8271240000000001,0.08108108108108109,0.75,0.2817567567567567,-inf,-inf
cross_cwe_different_cve,0,29302,92,CVE-2023-50245,CVE-2022-2285,CWE-120,CWE-190,C++,0.0945945945945946,0.8271240000000001,0.5499999999999999,False,False,False,True,True,0.8271240000000001,0.0945945945945946,0.5499999999999999,0.23121621621621619,-inf,-inf
true_pair,1,21531,21531,CVE-2023-0411,CVE-2023-0411,CWE-834,CWE-834,C,1.0,0.59616,0.9,True,True,True,True,True,0.59616,1.0,0.9,0.97,0.919232,0.9144239999999999
same_cwe_different_cve,0,21531,28416,CVE-2023-0411,CVE-2021-4190,CWE-834,CWE-834,C,0.15789473684210525,0.59616,0.75,False,False,True,True,True,0.59616,0.15789473684210525,0.75,0.3355263157894737,-inf,-inf
cross_cwe_different_cve,0,21531,30805,CVE-2023-0411,CVE-2018-9135,CWE-834,CWE-125,C,0.05263157894736842,0.59616,0.4,False,False,False,True,True,0.59616,0.05263157894736842,0.4,0.1568421052631579,-inf,-inf
true_pair,1,26173,26173,CVE-2023-44487,CVE-2023-44487,CWE-400,CWE-400,C,1.0,0.999984,1.0,True,True,True,True,True,0.999984,1.0,1.0,1.0,0.9999968,0.9999975999999999
same_cwe_different_cve,0,26173,17404,CVE-2023-44487,CVE-2017-15595,CWE-400,CWE-400,C,0.05128205128205128,0.999984,0.85,False,False,True,True,True,0.999984,0.05128205128205128,0.85,0.2908974358974359,-inf,-inf
cross_cwe_different_cve,0,26173,3360,CVE-2023-44487,CVE-2014-1745,CWE-400,CWE-399,C,0.02564102564102564,0.999984,0.6499999999999999,False,False,False,True,True,0.999984,0.02564102564102564,0.6499999999999999,0.21294871794871792,-inf,-inf
true_pair,1,12805,12805,CVE-2017-12664,CVE-2017-12664,CWE-772,CWE-772,C,0.9761904761904762,0.808384,0.5499999999999999,True,True,True,True,True,0.808384,0.9761904761904762,0.5499999999999999,0.8483333333333332,0.942629180952381,0.8444718857142856
same_cwe_different_cve,0,12805,9418,CVE-2017-12664,CVE-2017-8349,CWE-772,CWE-772,C,0.2857142857142857,0.808384,0.5499999999999999,False,False,True,True,True,0.808384,0.2857142857142857,0.5499999999999999,0.365,-inf,-inf
cross_cwe_different_cve,0,12805,2061,CVE-2017-12664,CVE-2011-2486,CWE-772,CWE-264,C,0.023809523809523808,0.808384,0.2,False,False,False,True,True,0.808384,0.023809523809523808,0.2,0.07666666666666666,-inf,-inf
true_pair,1,19344,19344,CVE-2015-4598,CVE-2015-4598,CWE-20,CWE-20,C,1.0,0.8050120000000001,0.5499999999999999,True,True,True,True,True,0.8050120000000001,1.0,0.5499999999999999,0.865,0.9610024,0.8582517999999999
