scenario,replicate,policy,policy_label,true_positive,false_admission,false_negative,admitted,rejected,abstained,n_true,n_negative,recall,false_admission_rate,precision,abstain_rate,debt_adjusted_utility,spoofed_negative_count,spoofed_negative_admitted,spoofed_negative_admission_rate,dropped_positive_count,dropped_positive_admitted,dropped_positive_abstained,dropped_positive_abstain_rate
clean,73,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,73,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,74,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,74,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,74,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,74,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,74,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,75,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,75,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,75,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,75,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,75,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,76,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,76,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,76,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,76,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,76,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,77,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,77,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,77,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,77,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,77,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,78,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,78,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,78,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,78,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,78,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,79,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,79,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,79,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,79,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,79,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,80,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,80,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,80,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,80,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,80,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,81,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,81,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,81,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,81,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,81,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,82,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,82,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,82,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,82,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,82,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,83,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,83,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,83,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,83,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,83,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,84,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,84,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,84,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,84,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,84,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,85,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,85,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,85,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,85,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,85,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,86,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,86,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,86,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,86,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,86,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,87,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,87,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,87,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,87,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,87,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,88,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,88,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,88,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,88,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,88,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,89,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,89,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,89,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,89,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,89,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,90,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,90,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,90,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,90,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,90,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,91,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,91,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,91,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,91,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,91,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,92,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,92,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,92,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,92,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,92,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,93,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,93,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,93,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,93,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,93,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,94,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,94,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,94,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,94,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,94,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,95,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,95,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,95,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,95,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,95,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,96,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,96,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,96,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,96,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,96,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,97,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,97,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,97,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,97,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,97,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,98,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,98,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,98,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,98,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,98,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,99,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,99,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,99,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,99,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,99,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,100,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,100,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,100,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,100,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,100,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,101,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,101,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,101,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,101,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,101,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,102,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,102,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,102,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,102,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,102,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,103,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,103,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
