idx,cve_id,cwe_id,project,lang,score,ref_category,candidate_categories,token_coverage,structural_only_gate,category_gate,strict_mddc_gate
1125,CVE-2017-13008,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect,0.875,True,True,True
1126,CVE-2017-13007,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.7777777777777778,True,True,True
1127,CVE-2017-13006,CWE-125,tcpdump,C,7.5,memory_safety,auth_access;memory_safety;path_traversal;ssrf_redirect,0.6666666666666666,True,True,True
1128,CVE-2017-13005,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1129,CVE-2017-13004,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.2222222222222222,True,True,True
1130,CVE-2017-13003,CWE-125,tcpdump,C,7.5,memory_safety,deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1131,CVE-2017-13002,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1132,CVE-2017-13001,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1133,CVE-2017-13000,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.875,True,True,True
1134,CVE-2017-12999,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1135,CVE-2017-12998,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1136,CVE-2017-12997,CWE-835,tcpdump,C,5.0,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.5454545454545454,True,True,True
1137,CVE-2017-12996,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.8888888888888888,True,True,True
1138,CVE-2017-12995,CWE-835,tcpdump,C,5.0,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.5,True,True,True
1139,CVE-2017-12994,CWE-125,tcpdump,C,7.5,memory_safety,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1140,CVE-2017-12993,CWE-125,tcpdump,C,7.5,memory_safety,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.6,True,True,True
1141,CVE-2017-12992,CWE-125,tcpdump,C,7.5,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1142,CVE-2017-12991,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1143,CVE-2017-12990,CWE-835,tcpdump,C,5.0,resource_dos,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.4166666666666667,True,True,True
1144,CVE-2017-12989,CWE-835,tcpdump,C,5.0,resource_dos,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.5454545454545454,True,True,True
1145,CVE-2017-12988,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.875,True,True,True
1146,CVE-2017-12987,CWE-125,tcpdump,C,7.5,memory_safety,path_traversal;ssrf_redirect,0.125,True,False,False
1147,CVE-2017-12986,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.6363636363636364,True,True,True
1148,CVE-2017-12985,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.8888888888888888,True,True,True
1149,CVE-2017-12982,CWE-119,openjpeg,C,4.3,memory_safety,resource_dos,0.2,True,False,False
1150,CVE-2017-12932,CWE-416,php-src,C,7.5,memory_safety,crypto_secret;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.6296296296296297,True,True,True
1151,CVE-2017-12904,CWE-943,newsbeuter,C++,9.3,command_injection,command_injection;memory_safety;ssrf_redirect;xss,0.48148148148148145,True,True,True
1152,CVE-2017-12902,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.6666666666666666,True,True,True
1153,CVE-2017-12901,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1154,CVE-2017-12900,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.5,True,True,True
1155,CVE-2017-12899,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.375,True,True,True
1156,CVE-2017-12898,CWE-125,tcpdump,C,7.5,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1157,CVE-2017-12897,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.9,True,True,True
1158,CVE-2017-12896,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.375,True,True,True
1159,CVE-2017-12895,CWE-125,tcpdump,C,7.5,memory_safety,deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.875,True,True,True
1160,CVE-2017-12894,CWE-125,tcpdump,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.5454545454545454,True,True,True
1161,CVE-2017-12893,CWE-125,tcpdump,C,7.5,memory_safety,auth_access;memory_safety;path_traversal;sql_injection;ssrf_redirect,0.8888888888888888,True,True,True
1162,CVE-2017-12877,CWE-416,ImageMagick,C,4.3,memory_safety,memory_safety;ssrf_redirect,0.13333333333333333,True,True,True
1163,CVE-2017-12876,CWE-119,ImageMagick,C,4.3,memory_safety,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.13333333333333333,True,True,True
1164,CVE-2017-12858,CWE-415,libzip,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.38461538461538464,True,True,True
1165,CVE-2017-12847,CWE-665,nagioscore,C,6.3,path_traversal,auth_access;command_injection;deserialization;memory_safety;path_traversal;ssrf_redirect,0.18518518518518517,True,True,True
1166,CVE-2017-12843,CWE-20,cyrus-imapd,C,4.0,command_injection,memory_safety;path_traversal,0.14285714285714285,True,False,False
1167,CVE-2017-12678,CWE-434,taglib,C++,6.8,resource_dos,crypto_secret;resource_dos,0.22727272727272727,True,True,True
1168,CVE-2017-12669,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;path_traversal;ssrf_redirect,0.6666666666666666,True,False,False
1169,CVE-2017-12668,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.6666666666666666,True,True,True
1170,CVE-2017-12667,CWE-772,ImageMagick,C,6.8,resource_dos,deserialization;resource_dos;ssrf_redirect,0.4,True,True,True
1171,CVE-2017-12666,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;path_traversal;ssrf_redirect,0.6666666666666666,True,False,False
1172,CVE-2017-12665,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.6666666666666666,True,True,True
1173,CVE-2017-12664,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.8333333333333334,True,True,True
1174,CVE-2017-12663,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.6666666666666666,True,True,True
1175,CVE-2017-12662,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;resource_dos;ssrf_redirect;xss,0.5,True,True,True
1176,CVE-2017-12644,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.4,True,True,True
1177,CVE-2017-12643,CWE-770,ImageMagick,C,7.1,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.4,True,True,True
1178,CVE-2017-12641,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.6,True,True,True
1179,CVE-2017-12640,CWE-125,ImageMagick,C,6.8,memory_safety,deserialization;memory_safety;resource_dos;ssrf_redirect,0.5714285714285714,True,True,True
1180,CVE-2017-12595,CWE-20,qpdf,C++,6.8,deserialization,auth_access;command_injection;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.25,True,True,True
1181,CVE-2017-12588,CWE-134,rsyslog,C,7.5,xss,command_injection;path_traversal;ssrf_redirect;xss,0.3125,True,True,True
1182,CVE-2017-12476,CWE-476,Bento4,C++,4.3,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.30434782608695654,True,True,True
1183,CVE-2017-12427,CWE-772,ImageMagick,C,4.3,xss,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.2777777777777778,True,True,True
1184,CVE-2017-12193,CWE-476,linux,C,4.9,memory_safety,memory_safety;path_traversal,0.21875,True,True,True
1185,CVE-2017-12192,CWE-476,linux,C,4.9,memory_safety,auth_access;crypto_secret;memory_safety;resource_dos;ssrf_redirect,0.36666666666666664,True,True,True
1186,CVE-2017-12190,CWE-772,linux,C,4.9,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.5,True,True,True
1187,CVE-2017-12168,CWE-617,linux,C,4.9,auth_access,auth_access,0.3333333333333333,True,True,True
1188,CVE-2017-12154,,linux,C,3.6,auth_access,auth_access;command_injection,0.5833333333333334,True,True,True
1189,CVE-2017-12146,CWE-362,linux,C,6.9,auth_access,memory_safety;path_traversal;resource_dos,0.391304347826087,True,False,False
1190,CVE-2017-11721,CWE-119,ioq3,C,7.5,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.15789473684210525,True,True,True
1191,CVE-2017-11719,CWE-125,FFmpeg,C,6.8,memory_safety,auth_access;resource_dos,0.30434782608695654,True,False,False
1192,CVE-2017-11665,CWE-20,FFmpeg,C,5.0,resource_dos,auth_access;deserialization;memory_safety;resource_dos;ssrf_redirect,0.15,True,True,True
1193,CVE-2017-11664,CWE-125,wildmidi,C,4.3,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.1875,True,True,True
1194,CVE-2017-11523,CWE-835,ImageMagick,C,7.1,resource_dos,path_traversal;ssrf_redirect,0.19047619047619047,True,False,False
1195,CVE-2017-11522,CWE-476,ImageMagick,C,4.3,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.2777777777777778,True,True,True
1196,CVE-2017-11472,CWE-755,linux,C,3.6,resource_dos,command_injection;deserialization;memory_safety,0.21875,True,False,False
1197,CVE-2017-11462,CWE-415,krb5,C,7.5,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.29411764705882354,True,True,True
1198,CVE-2017-11450,CWE-20,ImageMagick,C,6.8,resource_dos,command_injection;memory_safety;resource_dos;xss,0.1,True,True,True
1199,CVE-2017-11449,CWE-20,ImageMagick,C,6.8,resource_dos,command_injection;crypto_secret;resource_dos;xss,0.1,True,True,True
1200,CVE-2017-11448,CWE-200,ImageMagick,C,4.3,auth_access,memory_safety;resource_dos,0.17647058823529413,True,False,False
1201,CVE-2017-11447,CWE-772,ImageMagick,C,4.3,resource_dos,memory_safety;resource_dos,0.36363636363636365,True,True,True
1202,CVE-2017-11399,CWE-125,FFmpeg,C,6.8,memory_safety,auth_access;memory_safety;resource_dos,0.3333333333333333,True,True,True
1203,CVE-2017-11368,CWE-617,krb5,C,4.0,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.8125,True,True,True
1204,CVE-2017-11328,CWE-119,yara,C,4.3,memory_safety,deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.5714285714285714,True,True,True
1205,CVE-2017-11310,CWE-772,ImageMagick,C,6.8,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.4166666666666667,True,True,True
1206,CVE-2017-11176,CWE-416,linux,C,7.2,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.36363636363636365,True,True,True
1207,CVE-2017-11171,CWE-835,gnome-session,C,4.9,resource_dos,auth_access;command_injection;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.2545454545454545,True,True,True
1208,CVE-2017-11142,CWE-400,php-src,C,7.8,resource_dos,memory_safety;resource_dos,0.1111111111111111,True,True,True
1209,CVE-2017-10966,CWE-416,irssi,C,7.5,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.14285714285714285,True,True,True
1210,CVE-2017-10929,CWE-119,radare2,C,6.8,memory_safety,memory_safety;resource_dos,0.21875,True,True,True
1211,CVE-2017-10911,CWE-200,linux,C,4.9,auth_access,path_traversal;resource_dos;ssrf_redirect,0.39285714285714285,True,False,False
1212,CVE-2017-10810,CWE-772,linux,C,7.8,deserialization,deserialization;memory_safety;resource_dos;ssrf_redirect,0.30434782608695654,True,True,True
1213,CVE-2017-10807,CWE-287,jabberd2,C,7.5,auth_access,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2,True,True,True
1214,CVE-2017-10671,CWE-119,sthttpd,C,6.8,memory_safety,memory_safety;ssrf_redirect,0.20833333333333334,True,True,True
1215,CVE-2017-10663,CWE-129,linux,C,7.2,auth_access,,0.2857142857142857,True,False,False
1216,CVE-2017-10662,,linux,C,7.2,auth_access,path_traversal;resource_dos;ssrf_redirect,0.35,True,False,False
1217,CVE-2017-10661,CWE-416,linux,C,7.6,memory_safety,command_injection;memory_safety;ssrf_redirect;xss,0.4074074074074074,True,True,True
1218,CVE-2017-9996,CWE-119,FFmpeg,C,6.8,memory_safety,auth_access;resource_dos;ssrf_redirect,0.20689655172413793,True,False,False
1219,CVE-2017-9995,CWE-119,FFmpeg,C,6.8,memory_safety,auth_access;resource_dos;ssrf_redirect,0.13793103448275862,True,False,False
1220,CVE-2017-9994,CWE-119,FFmpeg,C,6.8,memory_safety,auth_access;crypto_secret;path_traversal;resource_dos;ssrf_redirect,0.16129032258064516,True,False,False
1221,CVE-2017-9993,CWE-200,FFmpeg,C,5.0,auth_access,resource_dos,0.0,True,False,False
1222,CVE-2017-9992,CWE-119,FFmpeg,C,6.8,memory_safety,auth_access;ssrf_redirect,0.16666666666666666,True,False,False
1223,CVE-2017-9991,CWE-119,FFmpeg,C,6.8,memory_safety,auth_access;ssrf_redirect,0.16666666666666666,True,False,False
1224,CVE-2017-9990,CWE-119,FFmpeg,C,6.8,memory_safety,crypto_secret;memory_safety;resource_dos;ssrf_redirect,0.16666666666666666,True,True,True
1225,CVE-2017-9985,CWE-125,linux,C,7.2,memory_safety,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.22857142857142856,True,True,True
1226,CVE-2017-9949,CWE-787,radare2,C,6.8,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.16666666666666666,True,True,True
1227,CVE-2017-9798,CWE-416,httpd,C,5.0,memory_safety,auth_access;deserialization;path_traversal;resource_dos;ssrf_redirect,0.22916666666666666,True,False,False
1228,CVE-2017-9763,CWE-119,radare2,C,5.0,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.35714285714285715,True,True,True
1229,CVE-2017-9761,CWE-119,radare2,C,4.3,memory_safety,auth_access;deserialization;memory_safety;path_traversal;ssrf_redirect,0.25,True,True,True
1230,CVE-2017-9608,CWE-476,FFmpeg,C,4.3,memory_safety,memory_safety;resource_dos,0.1875,True,True,True
1231,CVE-2017-9605,CWE-200,linux,C,4.9,auth_access,deserialization;memory_safety;resource_dos,0.2857142857142857,True,False,False
1232,CVE-2017-9527,CWE-416,mruby,C,6.8,memory_safety,deserialization;memory_safety;resource_dos,0.045454545454545456,True,True,False
1233,CVE-2017-9520,CWE-416,radare2,C,4.3,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.2631578947368421,True,True,True
1234,CVE-2017-9501,CWE-617,ImageMagick,C,4.3,resource_dos,memory_safety;resource_dos,0.0,True,True,False
1235,CVE-2017-9499,CWE-617,ImageMagick,C,4.3,resource_dos,crypto_secret,0.0,True,False,False
1236,CVE-2017-9465,CWE-125,yara,C,5.8,memory_safety,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.21428571428571427,True,True,True
1237,CVE-2017-9454,CWE-125,resiprocate,C++,5.0,memory_safety,memory_safety;resource_dos;xxe,0.2727272727272727,True,True,True
1238,CVE-2017-9438,CWE-674,yara,C,5.0,resource_dos,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2,True,True,True
1239,CVE-2017-9434,CWE-125,cryptopp,C++,5.0,memory_safety,crypto_secret;memory_safety;path_traversal;ssrf_redirect;xss,0.4166666666666667,True,True,True
1240,CVE-2017-9432,CWE-787,libstaroffice,C++,7.5,memory_safety,resource_dos,0.2777777777777778,True,False,False
1241,CVE-2017-9304,CWE-674,yara,C,5.0,resource_dos,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2631578947368421,True,True,True
1242,CVE-2017-9250,CWE-476,jerryscript,C,5.0,memory_safety,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.25,True,True,True
1243,CVE-2017-9242,CWE-20,linux,C,4.9,resource_dos,memory_safety;resource_dos,0.26666666666666666,True,True,True
1244,CVE-2017-9229,CWE-476,oniguruma,C,5.0,memory_safety,auth_access;command_injection;memory_safety,0.13793103448275862,True,True,True
1245,CVE-2017-9228,CWE-787,oniguruma,C,7.5,memory_safety,,0.05128205128205128,True,False,False
1246,CVE-2017-9227,CWE-125,oniguruma,C,7.5,memory_safety,auth_access;command_injection,0.14285714285714285,True,False,False
1247,CVE-2017-9226,CWE-787,oniguruma,C,7.5,memory_safety,,0.09523809523809523,True,False,False
1248,CVE-2017-9225,CWE-787,oniguruma,C,7.5,memory_safety,crypto_secret;path_traversal;ssrf_redirect,0.1111111111111111,True,False,False
1249,CVE-2017-9224,CWE-125,oniguruma,C,7.5,memory_safety,auth_access;command_injection,0.07407407407407407,True,False,False
1250,CVE-2017-9217,CWE-20,systemd,C,5.0,resource_dos,crypto_secret;memory_safety;resource_dos;ssrf_redirect,0.21052631578947367,True,True,True
1251,CVE-2017-9211,CWE-476,linux,C,4.9,memory_safety,crypto_secret;memory_safety;resource_dos;ssrf_redirect,0.2222222222222222,True,True,True
1252,CVE-2017-9207,CWE-125,imageworsener,C,4.3,memory_safety,auth_access;memory_safety;resource_dos,0.13043478260869565,True,True,True
1253,CVE-2017-9203,CWE-787,imageworsener,C,4.3,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3888888888888889,True,True,True
1254,CVE-2017-9202,CWE-369,imageworsener,C,4.3,resource_dos,,0.21052631578947367,True,False,False
1255,CVE-2017-9150,CWE-200,linux,C,2.1,auth_access,auth_access;resource_dos,0.25925925925925924,True,True,True
1256,CVE-2017-9144,CWE-20,ImageMagick,C,4.3,other,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.45454545454545453,True,False,False
1257,CVE-2017-9143,CWE-772,ImageMagick,C,4.3,resource_dos,memory_safety;resource_dos,0.3333333333333333,True,True,True
1258,CVE-2017-9142,CWE-20,ImageMagick,C,4.3,other,memory_safety;resource_dos,0.23529411764705882,True,False,False
1259,CVE-2017-9141,CWE-20,ImageMagick,C,4.3,other,,0.17647058823529413,True,False,False
1260,CVE-2017-9098,CWE-200,ImageMagick,C,5.0,auth_access,memory_safety;resource_dos,0.17142857142857143,True,False,False
1261,CVE-2017-9077,,linux,C,7.2,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.17857142857142858,True,True,True
1262,CVE-2017-9075,,linux,C,7.2,resource_dos,memory_safety;resource_dos,0.14285714285714285,True,True,True
1263,CVE-2017-9074,CWE-125,linux,C,7.2,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.37142857142857144,True,True,True
1264,CVE-2017-9059,CWE-404,linux,C,4.9,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.25925925925925924,True,True,True
1265,CVE-2017-9051,CWE-476,libav,C,7.5,memory_safety,crypto_secret;resource_dos,0.4166666666666667,True,False,False
1266,CVE-2017-8929,CWE-416,yara,C,5.0,memory_safety,command_injection;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3684210526315789,True,True,True
1267,CVE-2017-8925,CWE-404,linux,C,2.1,resource_dos,crypto_secret,0.38095238095238093,True,False,False
1268,CVE-2017-8924,CWE-191,linux,C,2.1,resource_dos,memory_safety;resource_dos,0.4444444444444444,True,True,True
1269,CVE-2017-8891,CWE-1187,lepton,C++,4.3,resource_dos,deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.25,True,True,True
1270,CVE-2017-8890,CWE-415,linux,C,7.2,resource_dos,memory_safety,0.24,True,False,False
1271,CVE-2017-8831,CWE-125,media-tree,C,7.2,memory_safety,auth_access;command_injection;resource_dos;ssrf_redirect,0.30303030303030304,True,False,False
1272,CVE-2017-8825,CWE-476,libetpan,C,5.0,memory_safety,auth_access;memory_safety;resource_dos,0.25,True,True,True
1273,CVE-2017-8807,CWE-119,varnish-cache,C,6.4,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.43333333333333335,True,True,True
1274,CVE-2017-8797,CWE-129,linux,C,7.8,resource_dos,memory_safety;path_traversal,0.15,True,False,False
1275,CVE-2017-8327,CWE-400,imageworsener,C,7.1,resource_dos,memory_safety;resource_dos,0.16666666666666666,True,True,True
1276,CVE-2017-8326,CWE-682,imageworsener,C,6.8,resource_dos,path_traversal;ssrf_redirect,0.21212121212121213,True,False,False
1277,CVE-2017-8294,CWE-125,yara,C,5.0,memory_safety,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.18181818181818182,True,True,True
1278,CVE-2017-8288,CWE-20,gnome-shell,C,6.8,command_injection,auth_access;ssrf_redirect,0.2926829268292683,True,False,False
1279,CVE-2017-8284,CWE-94,qemu,C,6.9,command_injection,resource_dos;ssrf_redirect,0.20930232558139536,True,False,False
1280,CVE-2017-8073,CWE-119,weechat,C,5.0,memory_safety,memory_safety;path_traversal,0.2222222222222222,True,True,True
1281,CVE-2017-8072,CWE-388,linux,C,7.2,memory_safety,memory_safety,0.4166666666666667,True,True,True
1282,CVE-2017-8071,CWE-404,linux,C,2.1,resource_dos,memory_safety;ssrf_redirect,0.2692307692307692,True,False,False
1283,CVE-2017-8070,CWE-119,linux,C,7.2,memory_safety,memory_safety;resource_dos,0.18421052631578946,True,True,True
1284,CVE-2017-8069,CWE-119,linux,C,7.2,memory_safety,auth_access;memory_safety;resource_dos,0.15789473684210525,True,True,True
1285,CVE-2017-8068,CWE-119,linux,C,7.2,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect,0.15789473684210525,True,True,True
1286,CVE-2017-8067,CWE-119,linux,C,7.2,memory_safety,memory_safety,0.16216216216216217,True,True,True
1287,CVE-2017-8066,CWE-119,linux,C,7.2,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.23684210526315788,True,True,True
1288,CVE-2017-8065,CWE-119,linux,C,7.2,memory_safety,auth_access;crypto_secret;ssrf_redirect,0.10810810810810811,True,False,False
1289,CVE-2017-8064,CWE-119,linux,C,7.2,memory_safety,memory_safety;resource_dos,0.2564102564102564,True,True,True
1290,CVE-2017-8063,CWE-119,linux,C,7.2,memory_safety,memory_safety;resource_dos,0.2,True,True,True
1291,CVE-2017-8062,CWE-119,linux,C,7.2,memory_safety,command_injection;memory_safety;resource_dos;sql_injection,0.3076923076923077,True,True,True
1292,CVE-2017-8061,CWE-119,linux,C,7.2,memory_safety,memory_safety;resource_dos,0.20512820512820512,True,True,True
1293,CVE-2017-7962,CWE-369,imageworsener,C,4.3,resource_dos,,0.25,True,False,False
1294,CVE-2017-7946,CWE-416,radare2,C,4.3,memory_safety,command_injection;memory_safety;resource_dos,0.25,True,True,True
1295,CVE-2017-7895,CWE-119,linux,C,10.0,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.3125,True,True,True
1296,CVE-2017-7889,CWE-732,linux,C,7.2,auth_access,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.5,True,True,True
1297,CVE-2017-7875,CWE-787,feh,C,7.5,memory_safety,memory_safety;resource_dos,0.7916666666666666,True,True,True
1298,CVE-2017-7866,CWE-787,FFmpeg,C,7.5,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect;xxe,0.35714285714285715,True,True,True
1299,CVE-2017-7865,CWE-787,FFmpeg,C,7.5,memory_safety,auth_access;ssrf_redirect,0.3125,True,False,False
1300,CVE-2017-7863,CWE-787,FFmpeg,C,7.5,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect,0.35714285714285715,True,True,True
1301,CVE-2017-7862,CWE-787,FFmpeg,C,7.5,memory_safety,resource_dos;ssrf_redirect,0.2857142857142857,True,False,False
1302,CVE-2017-7854,CWE-125,radare2,C,4.3,memory_safety,memory_safety;resource_dos,0.13636363636363635,True,True,True
1303,CVE-2017-7742,CWE-119,libsndfile,C,4.3,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.19047619047619047,True,True,True
1304,CVE-2017-7645,CWE-20,linux,C,7.8,resource_dos,memory_safety;resource_dos;ssrf_redirect;xss,0.25925925925925924,True,True,True
1305,CVE-2017-7616,CWE-388,linux,C,2.1,other,memory_safety;resource_dos,0.4230769230769231,True,False,False
1306,CVE-2017-7586,CWE-119,libsndfile,C,4.3,memory_safety,memory_safety,0.15789473684210525,True,True,True
1307,CVE-2017-7542,CWE-190,linux,C,4.9,memory_safety,memory_safety;resource_dos,0.3333333333333333,True,True,True
1308,CVE-2017-7541,CWE-119,linux,C,7.2,memory_safety,memory_safety;resource_dos,0.3548387096774194,True,True,True
1309,CVE-2017-7533,CWE-362,linux,C,6.9,command_injection,auth_access;memory_safety;path_traversal;ssrf_redirect;xxe,0.1,True,False,False
1310,CVE-2017-7524,CWE-522,tpm2.0-tools,C,5.0,auth_access,auth_access;command_injection;crypto_secret;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3076923076923077,True,True,True
1311,CVE-2017-7501,CWE-59,rpm,C,4.6,path_traversal,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2727272727272727,True,True,True
1312,CVE-2017-7495,CWE-200,linux,C,2.1,auth_access,resource_dos,0.29411764705882354,True,False,False
1313,CVE-2017-7487,CWE-416,linux,C,7.2,memory_safety,path_traversal;resource_dos,0.1935483870967742,True,False,False
1314,CVE-2017-7472,CWE-404,linux,C,4.9,resource_dos,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3333333333333333,True,True,True
1315,CVE-2017-7448,CWE-369,lepton,C++,4.3,resource_dos,memory_safety;path_traversal;ssrf_redirect,0.23809523809523808,True,False,False
1316,CVE-2017-7418,CWE-59,proftpd,C,2.1,path_traversal,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.23255813953488372,True,True,True
1317,CVE-2017-7407,CWE-119,curl,C,2.1,memory_safety,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.2571428571428571,True,True,True
1318,CVE-2017-7396,CWE-772,tigervnc,C++,5.0,auth_access,auth_access;memory_safety;path_traversal;ssrf_redirect;xxe,0.4,True,True,True
1319,CVE-2017-7395,CWE-190,tigervnc,C++,4.0,memory_safety,memory_safety,0.7272727272727273,True,True,True
1320,CVE-2017-7374,CWE-416,linux,C,7.2,memory_safety,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.35294117647058826,True,True,True
