idx,cve_id,hash,repo_url,language,cwe_id,ref_category,candidate_categories,token_coverage,structural_only_gate,category_gate,strict_mddc_gate
812,CVE-2017-15033,ef8f40689ac452398026c07da41656a7c87e4683,https://github.com/ImageMagick/ImageMagick,C,CWE-772,resource_dos,auth_access;memory_safety;path_traversal;resource_dos,0.25,True,True,True
813,CVE-2017-15277,9fd10cf630832b36a588c1545d8736539b2f1fb5,https://github.com/ImageMagick/ImageMagick,C,CWE-200,auth_access,memory_safety;resource_dos;ssrf_redirect,0.10810810810810811,True,False,False
814,CVE-2017-16546,2130bf6f89ded32ef0c88a11694f107c52566c53,https://github.com/ImageMagick/ImageMagick,C,CWE-119,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.10714285714285714,True,True,True
815,CVE-2017-17499,8c35502217c1879cb8257c617007282eee3fe1cc,https://github.com/ImageMagick/ImageMagick,C++,CWE-416,memory_safety,memory_safety;resource_dos,0.18421052631578946,True,True,True
816,CVE-2017-5506,9a069e0f2e027ec5138f998023cf9cb62c04889f,https://github.com/ImageMagick/ImageMagick,C,CWE-415,path_traversal,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.08333333333333333,True,True,False
817,CVE-2017-5507,66e283e0a9c141b19fe6c4c39f4a41c0d3188ba8,https://github.com/ImageMagick/ImageMagick,Other,CWE-772,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.3103448275862069,True,True,True
818,CVE-2017-5509,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.125,True,True,True
819,CVE-2017-5510,91cc3f36f2ccbd485a0456bab9aebe63b635da88,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.125,True,True,True
820,CVE-2017-5511,c8c6a0f123d5e35c173125365c97e2c0fc7eca42,https://github.com/ImageMagick/ImageMagick,C,CWE-119,memory_safety,memory_safety;resource_dos,0.13636363636363635,True,True,True
821,CVE-2017-9098,1c358ffe0049f768dd49a8a889c1cbf99ac9849b,https://github.com/ImageMagick/ImageMagick,C,CWE-908,auth_access,memory_safety;resource_dos,0.15,True,False,False
822,CVE-2017-9141,0c5b1e430a83ef793a7334bbbee408cf3c628699,https://github.com/ImageMagick/ImageMagick,C,CWE-20,path_traversal,,0.12121212121212122,True,False,False
823,CVE-2017-9142,f0232a2a45dfd003c1faf6079497895df3ab0ee1,https://github.com/ImageMagick/ImageMagick,C,CWE-20,path_traversal,memory_safety;resource_dos,0.15151515151515152,True,False,False
824,CVE-2017-9143,3b0fe05cddd8910f84e51b4d50099702ea45ba4a,https://github.com/ImageMagick/ImageMagick,C,CWE-772,path_traversal,auth_access;memory_safety;resource_dos,0.19230769230769232,True,False,False
825,CVE-2017-9144,f6240ee77847787f6d7618b669d3a2040a2d6d40,https://github.com/ImageMagick/ImageMagick,Other,CWE-20,other,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2222222222222222,True,False,False
826,CVE-2017-9499,7fd419441bc7103398e313558171d342c6315f44,https://github.com/ImageMagick/ImageMagick,C,CWE-617,path_traversal,crypto_secret,0.0,True,False,False
827,CVE-2018-16323,216d117f05bff87b9dc4db55a1b1fadb38bcb786,https://github.com/ImageMagick/ImageMagick,C,CWE-200,auth_access,memory_safety;resource_dos,0.30303030303030304,True,False,False
828,CVE-2018-16640,76efa969342568841ecf320b5a041685a6d24e0b,https://github.com/ImageMagick/ImageMagick,Other,CWE-772,resource_dos,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.2631578947368421,True,True,True
829,CVE-2018-16641,256825d4eb33dc301496710d15cf5a7ae924088b,https://github.com/ImageMagick/ImageMagick,C,CWE-772,resource_dos,memory_safety;path_traversal;resource_dos,0.2631578947368421,True,True,True
830,CVE-2018-16642,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect,0.18518518518518517,True,True,True
831,CVE-2018-16643,6b6bff054d569a77973f2140c0e86366e6168a6c,https://github.com/ImageMagick/ImageMagick,C,CWE-252,path_traversal,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.34285714285714286,True,True,True
832,CVE-2018-16644,afa878a689870c28b6994ecf3bb8dbfb2b76d135,https://github.com/ImageMagick/ImageMagick,C,CWE-119,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.12,True,True,True
833,CVE-2018-16644,16916c8979c32765c542e216b31cee2671b7afe7,https://github.com/ImageMagick/ImageMagick,C,CWE-119,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.12,True,True,True
834,CVE-2018-16645,ecb31dbad39ccdc65868d5d2a37f0f0521250832,https://github.com/ImageMagick/ImageMagick,C,CWE-770,resource_dos,path_traversal;resource_dos;ssrf_redirect,0.11904761904761904,True,True,True
835,CVE-2018-20467,db0add932fb850d762b02604ca3053b7d7ab6deb,https://github.com/ImageMagick/ImageMagick,C,CWE-835,resource_dos,path_traversal;resource_dos,0.13333333333333333,True,True,True
836,CVE-2019-10131,cb1214c124e1bd61f7dd551b94a794864861592e,https://github.com/ImageMagick/ImageMagick,C,CWE-193,memory_safety,memory_safety;path_traversal;resource_dos,0.0967741935483871,True,True,False
837,CVE-2019-10714,edc7d3035883ddca8413e4fe7689aa2e579ef04a,https://github.com/ImageMagick/ImageMagick,Other,CWE-125,memory_safety,memory_safety;ssrf_redirect,0.25,True,True,True
838,CVE-2019-10714,58d9c46929ca0828edde34d263700c3a5fe8dc3c,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,memory_safety,0.15,True,True,True
839,CVE-2019-10714,07eebcd72f45c8fd7563d3f9ec5d2bed48f65f36,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,memory_safety,0.15,True,True,True
840,CVE-2019-11470,e3cdce6fe12193f235b8c0ae5efe6880a25eb957,https://github.com/ImageMagick/ImageMagick,C,CWE-400,resource_dos,path_traversal;resource_dos;ssrf_redirect,0.10869565217391304,True,True,True
841,CVE-2019-13133,fe3066122ef72c82415811d25e9e3fad622c0a99,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.17391304347826086,True,True,True
842,CVE-2019-13134,fe3066122ef72c82415811d25e9e3fad622c0a99,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.17391304347826086,True,True,True
843,CVE-2019-13135,cdb383749ef7b68a38891440af8cc23e0115306d,https://github.com/ImageMagick/ImageMagick,C,CWE-908,auth_access,memory_safety;resource_dos;ssrf_redirect,0.2857142857142857,True,False,False
844,CVE-2019-13136,fe5f4b85e6b1b54d3b4588a77133c06ade46d891,https://github.com/ImageMagick/ImageMagick,C,CWE-190,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.11764705882352941,True,True,True
845,CVE-2019-13137,35ccb468ee2dcbe8ce9cf1e2f1957acc27f54c34,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.13636363636363635,True,True,True
846,CVE-2019-13295,a7759f410b773a1dd57b0e1fb28112e1cd8b97bc,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,crypto_secret;memory_safety;ssrf_redirect,0.20833333333333334,True,True,True
847,CVE-2019-13296,ce08a3691a8ac29125e29fc41967b3737fa3f425,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,command_injection;memory_safety;ssrf_redirect,0.17857142857142858,True,False,False
848,CVE-2019-13297,604588fc35c7585abb7a9e71f69bb82e4389fefc,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,crypto_secret;memory_safety;ssrf_redirect,0.20833333333333334,True,True,True
849,CVE-2019-13298,d4fc44b58a14f76b1ac997517d742ee12c9dc5d3,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,auth_access;ssrf_redirect,0.25,True,False,False
850,CVE-2019-13299,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,auth_access;ssrf_redirect,0.23809523809523808,True,False,False
851,CVE-2019-13300,a906fe9298bf89e01d5272023db687935068849a,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.17391304347826086,True,True,True
852,CVE-2019-13301,f595a1985233c399a05c0c37cc41de16a90dd025,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.08333333333333333,True,True,False
853,CVE-2019-13302,d5089971bd792311aaab5cb73460326d7ef7f32d,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,auth_access;crypto_secret;memory_safety;resource_dos;ssrf_redirect,0.2,True,True,True
854,CVE-2019-13303,d29148fae06c01ef215940e084cf41853c117bab,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,auth_access;resource_dos;ssrf_redirect;xss,0.2,True,False,False
855,CVE-2019-13304,7689875ef64f34141e7292f6945efdf0530b4a5e,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,resource_dos;ssrf_redirect,0.17391304347826086,True,False,False
856,CVE-2019-13305,29efd648f38b73a64d73f14cd2019d869a585888,https://github.com/ImageMagick/ImageMagick,C,CWE-193,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.23076923076923078,True,True,True
857,CVE-2019-13306,e92040ea6ee2a844ebfd2344174076795a4787bd,https://github.com/ImageMagick/ImageMagick,C,CWE-193,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2,True,True,True
858,CVE-2019-13307,025e77fcb2f45b21689931ba3bf74eac153afa48,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.17391304347826086,True,True,True
859,CVE-2019-13308,61135001a625364e29bdce83832f043eebde7b5a,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect;xss,0.15,True,True,True
860,CVE-2019-13309,5f21230b657ccd65452dd3d94c5b5401ba691a2d,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;ssrf_redirect,0.17857142857142858,True,False,False
861,CVE-2019-13310,5f21230b657ccd65452dd3d94c5b5401ba691a2d,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;ssrf_redirect,0.12,True,False,False
862,CVE-2019-13311,4a334bbf5584de37c6f5a47c380a531c8c4b140a,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;ssrf_redirect,0.16,True,False,False
863,CVE-2019-13391,7c2c5ba5b8e3a0b2b82f56c71dfab74ed4006df7,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect,0.20833333333333334,True,True,True
864,CVE-2019-13454,1ddcf2e4f28029a888cadef2e757509ef5047ad8,https://github.com/ImageMagick/ImageMagick,C,CWE-369,other,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3333333333333333,True,False,False
865,CVE-2019-14980,c5d012a46ae22be9444326aa37969a3f75daa3ba,https://github.com/ImageMagick/ImageMagick,C,CWE-416,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.046511627906976744,True,True,False
866,CVE-2019-14981,a77d8d97f5a7bced0468f0b08798c83fb67427bc,https://github.com/ImageMagick/ImageMagick,C,CWE-369,path_traversal,resource_dos;ssrf_redirect,0.125,True,False,False
867,CVE-2019-15139,c78993d138bf480ab4652b5a48379d4ff75ba5f7,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.1388888888888889,True,True,True
868,CVE-2019-15140,f7206618d27c2e69d977abf40e3035a33e5f6be0,https://github.com/ImageMagick/ImageMagick,C,CWE-416,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.09090909090909091,True,True,False
869,CVE-2019-17541,39f226a9c137f547e12afde972eeba7551124493,https://github.com/ImageMagick/ImageMagick,Other,CWE-416,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.17073170731707318,True,True,True
870,CVE-2019-17547,ecf7c6b288e11e7e7f75387c5e9e93e423b98397,https://github.com/ImageMagick/ImageMagick,C,CWE-416,memory_safety,memory_safety;resource_dos,0.1111111111111111,True,True,True
871,CVE-2019-18853,ec9c8944af2bfc65c697ca44f93a727a99b405f1,https://github.com/ImageMagick/ImageMagick,C,CWE-674,resource_dos,auth_access;memory_safety;path_traversal;resource_dos;xxe,0.25,True,True,True
872,CVE-2019-7175,1e6a3ace073c9ec9c71e439c111d23c6e66cb6ae,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.16666666666666666,True,True,True
873,CVE-2019-7395,8a43abefb38c5e29138e1c9c515b313363541c06,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.17391304347826086,True,True,True
874,CVE-2019-7396,748a03651e5b138bcaf160d15133de2f4b1b89ce,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.17391304347826086,True,True,True
875,CVE-2019-7397,306c1f0fa5754ca78efd16ab752f0e981d4f6b82,https://github.com/ImageMagick/ImageMagick,C,CWE-401,resource_dos,memory_safety;resource_dos;ssrf_redirect;xss,0.11538461538461539,True,True,True
876,CVE-2020-27560,ef59bd764f88d893f1219fee8ba696a5d3f8c1c4,https://github.com/ImageMagick/ImageMagick,C,CWE-369,resource_dos,memory_safety;path_traversal;resource_dos,0.3333333333333333,True,True,True
877,CVE-2020-27829,6ee5059cd3ac8d82714a1ab1321399b88539abf0,https://github.com/ImageMagick/ImageMagick,Other,CWE-122,resource_dos,memory_safety;resource_dos,0.23076923076923078,True,True,True
878,CVE-2021-20224,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,https://github.com/ImageMagick/ImageMagick,C,CWE-190,memory_safety,auth_access;resource_dos,0.20754716981132076,True,False,False
879,CVE-2021-3574,c6ad94fbb7b280f39c2fbbdc1c140e51b1b466e9,https://github.com/ImageMagick/ImageMagick,C,CWE-401,path_traversal,ssrf_redirect,0.037037037037037035,True,False,False
880,CVE-2021-3610,930ff0d1a9bc42925a7856e9ea53f5fc9f318bf3,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos,0.18181818181818182,True,True,True
881,CVE-2021-39212,01faddbe2711a4156180c4a92837e2f23683cc68,https://github.com/ImageMagick/ImageMagick,C,CWE-668,path_traversal,auth_access;memory_safety;path_traversal;resource_dos,0.045454545454545456,True,True,False
882,CVE-2021-39212,35893e7cad78ce461fcaffa56076c11700ba5e4e,https://github.com/ImageMagick/ImageMagick,C,CWE-668,path_traversal,auth_access;memory_safety;path_traversal;resource_dos,0.045454545454545456,True,True,False
883,CVE-2021-3962,82775af03bbb10a0a1d0e15c0156c75673b4525e,https://github.com/ImageMagick/ImageMagick,C,CWE-416,memory_safety,memory_safety;path_traversal;resource_dos,0.03333333333333333,True,True,False
884,CVE-2022-0284,e50f19fd73c792ebe912df8ab83aa51a243a3da7,https://github.com/ImageMagick/ImageMagick,C,CWE-125,memory_safety,auth_access;memory_safety;resource_dos;ssrf_redirect,0.0975609756097561,True,True,False
885,CVE-2022-1115,c8718305f120293d8bf13724f12eed885d830b09,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.08823529411764706,True,True,False
886,CVE-2022-28463,ca3654ebf7a439dc736f56f083c9aa98e4464b7f,https://github.com/ImageMagick/ImageMagick,C,CWE-120,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.058823529411764705,True,True,False
887,CVE-2022-3213,30ccf9a0da1f47161b5935a95be854fe84e6c2a2,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos,0.13793103448275862,True,True,True
888,CVE-2022-32545,9c9a84cec4ab28ee0b57c2b9266d6fbe68183512,https://github.com/ImageMagick/ImageMagick,C,CWE-190,memory_safety,auth_access;command_injection;memory_safety;path_traversal;resource_dos,0.16666666666666666,True,True,True
889,CVE-2022-32546,f221ea0fa3171f0f4fdf74ac9d81b203b9534c23,https://github.com/ImageMagick/ImageMagick,C,CWE-190,memory_safety,auth_access;command_injection;memory_safety;path_traversal;resource_dos,0.16666666666666666,True,True,True
890,CVE-2022-32547,eac8ce4d873f28bb6a46aa3a662fb196b49b95d0,https://github.com/ImageMagick/ImageMagick,C,CWE-704,resource_dos,auth_access;command_injection;memory_safety;path_traversal;resource_dos,0.19047619047619047,True,True,True
891,CVE-2023-1289,c5b23cbf2119540725e6dc81f4deb25798ead6a4,https://github.com/ImageMagick/ImageMagick,C,CWE-20,path_traversal,memory_safety;xss,0.017241379310344827,True,False,False
892,CVE-2023-1906,d7a8bdd7bb33cf8e58bc01b4a4f2ea5466f8c6b3,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.13513513513513514,True,True,True
893,CVE-2023-3195,f620340935777b28fa3f7b0ed7ed6bd86946934c,https://github.com/ImageMagick/ImageMagick,Other,CWE-787,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.17142857142857143,True,True,True
894,CVE-2023-34474,1061db7f80fdc9ef572ac60b55f408f7bab6e1b0,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2894736842105263,True,True,True
895,CVE-2023-34475,1061db7f80fdc9ef572ac60b55f408f7bab6e1b0,https://github.com/ImageMagick/ImageMagick,C,CWE-416,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.16071428571428573,True,True,True
896,CVE-2023-3745,54cdc146bbe50018526770be201b56643ad58ba7,https://github.com/ImageMagick/ImageMagick,Other,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.07692307692307693,True,True,False
897,CVE-2023-3745,651672f19c75161a6159d9b6838fd3095b6c5304,https://github.com/ImageMagick/ImageMagick,C,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.02564102564102564,True,True,False
898,CVE-2023-5341,aa673b2e4defc7cad5bec16c4fc8324f71e531f1,https://github.com/ImageMagick/ImageMagick,C,CWE-416,memory_safety,path_traversal;resource_dos,0.05263157894736842,True,False,False
899,CVE-2020-15150,bf45e92602e517c75aea0465efc35cd661d9ebf8,https://github.com/duffelhq/paginator,Unknown,CWE-94,command_injection,ssrf_redirect,0.0,False,False,False
900,CVE-2021-23440,7cf8073bb06bf0c15e08475f9f952823b4576452,https://github.com/jonschlinkert/set-value,JSON,CWE-843,path_traversal,path_traversal;ssrf_redirect;xss,0.16129032258064516,True,True,True
901,CVE-2018-14938,a4e1cd14eb5ccc51ed271b65b3420f7d692c40eb,https://github.com/simsong/tcpflow,C++,CWE-125,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.2,True,True,True
902,CVE-2020-36402,c39a5e2b7a3fabbf687f53a2823fc087be6c1a7e,https://github.com/ethereum/solidity,Other,CWE-787,memory_safety,command_injection,0.07692307692307693,True,False,False
903,CVE-2019-25066,7aa146b724e0e20cfee2c71ca78fafbf53a8767c,https://github.com/ajenti/ajenti,Python,CWE-78,command_injection,auth_access;command_injection;crypto_secret;resource_dos;sql_injection;ssrf_redirect,0.1111111111111111,True,True,True
904,CVE-2022-28044,5faf80cd53ecfd16b636d653483144cd12004f46,https://github.com/ckolivas/lrzip,C,CWE-787,memory_safety,memory_safety;path_traversal;resource_dos,0.18181818181818182,True,True,True
905,CVE-2011-0469,23c8d21c75242999e29379e6ca8418a14c8725c6,https://github.com/openSUSE/open-build-service,Other,CWE-94,command_injection,path_traversal,0.05263157894736842,True,False,False
906,CVE-2011-0469,76b0ab003f34435ca90d943e02dd22279cdeec2a,https://github.com/openSUSE/open-build-service,Shell,CWE-94,command_injection,command_injection;path_traversal;ssrf_redirect;xss,0.02631578947368421,True,True,False
907,CVE-2011-3178,cbfe2ed36dd77c0843702935dea7f914bb599201,https://github.com/openSUSE/open-build-service,Ruby,CWE-94,command_injection,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.08108108108108109,True,False,False
908,CVE-2011-4181,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,https://github.com/openSUSE/open-build-service,Ruby,CWE-20,path_traversal,auth_access;command_injection;path_traversal;ssrf_redirect,0.058823529411764705,True,True,False
909,CVE-2011-4183,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,https://github.com/openSUSE/open-build-service,Ruby,CWE-434,path_traversal,auth_access;command_injection;path_traversal;ssrf_redirect,0.07692307692307693,True,True,False
910,CVE-2013-3703,06ad7fdbdd7eb2fef8947d14c4cdd00d8f6387b1,https://github.com/openSUSE/open-build-service,Ruby,CWE-275,auth_access,auth_access;path_traversal;ssrf_redirect;xss;xxe,0.3125,True,True,True
911,CVE-2014-0594,2188c059b67b82171d0e28ef59f77e62d22a09d8,https://github.com/openSUSE/open-build-service,Ruby,CWE-352,auth_access,auth_access;command_injection;resource_dos;ssrf_redirect;xxe,0.11428571428571428,True,True,True
912,CVE-2015-0796,474a3db19498765f0118ba3dbc0b1cc90b0097fc,https://github.com/openSUSE/open-build-service,Other,CWE-59,path_traversal,command_injection;path_traversal;xxe,0.15,True,True,True
913,CVE-2017-5188,ba27c91351878bc297ec4baba0bd488a2f3b568d,https://github.com/openSUSE/open-build-service,Perl,CWE-200,auth_access,path_traversal;ssrf_redirect,0.10714285714285714,True,False,False
914,CVE-2018-12466,f57b660f49f830006766a8d4abc3b4af6e178063,https://github.com/openSUSE/open-build-service,Ruby,CWE-732,auth_access,auth_access;ssrf_redirect,0.16,True,True,True
915,CVE-2018-12467,f57b660f49f830006766a8d4abc3b4af6e178063,https://github.com/openSUSE/open-build-service,Ruby,CWE-732,auth_access,auth_access;ssrf_redirect,0.1935483870967742,True,True,True
916,CVE-2018-7688,b15cf19e9e01115f653c76ffdc8f54cd97566553,https://github.com/openSUSE/open-build-service,Ruby,CWE-862,auth_access,auth_access;ssrf_redirect;xss;xxe,0.1,True,True,True
917,CVE-2018-7689,990ef7cccef6f38fc1d1a1bb22a08e174dcba43b,https://github.com/openSUSE/open-build-service,Ruby,CWE-862,auth_access,auth_access;command_injection;ssrf_redirect;xss;xxe,0.3333333333333333,True,True,True
918,CVE-2016-5104,df1f5c4d70d0c19ad40072f5246ca457e7f9849e,https://github.com/libimobiledevice/libimobiledevice,C,CWE-284,auth_access,resource_dos;ssrf_redirect,0.0967741935483871,True,False,False
919,CVE-2021-21237,fc664697ed2c2081ee9633010de0a7f9debea72a,https://github.com/git-lfs/git-lfs,Unknown,CWE-426,path_traversal,ssrf_redirect,0.0,False,False,False
920,CVE-2018-17568,4a7c27bfe98f409623d4d857894d017ff0672cc9,https://github.com/viabtc/viabtc_exchange_server,Unknown,CWE-190,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.05405405405405406,False,False,False
921,CVE-2018-17569,4a7c27bfe98f409623d4d857894d017ff0672cc9,https://github.com/viabtc/viabtc_exchange_server,Unknown,CWE-190,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.05405405405405406,False,False,False
922,CVE-2018-17570,4a7c27bfe98f409623d4d857894d017ff0672cc9,https://github.com/viabtc/viabtc_exchange_server,Unknown,CWE-190,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.05405405405405406,False,False,False
923,CVE-2015-10093,e7059727274d2767c240c55c02c163eaa4ba6c62,https://github.com/korobochkin/mark-user-as-spammer,PHP,CWE-79,xss,ssrf_redirect;xss,0.1694915254237288,True,True,True
924,CVE-2024-35231,0eec2a9836329051c6742549e65a94a4c24fe6f7,https://github.com/rack/rack-contrib,Ruby,NVD-CWE-noinfo,path_traversal,path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.06976744186046512,False,False,False
925,CVE-2021-3706,cf8602eedd4a31eadb72372fc878c12d342f8600,https://github.com/pi-hole/adminlte,PHP,CWE-732,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.14285714285714285,True,True,True
926,CVE-2021-3811,f526716de7bb0fd382a64bcbbb33915c926f94bb,https://github.com/pi-hole/adminlte,Unknown,CWE-79,xss,ssrf_redirect;xss,0.0,False,False,False
927,CVE-2021-3812,f526716de7bb0fd382a64bcbbb33915c926f94bb,https://github.com/pi-hole/adminlte,Unknown,CWE-79,xss,ssrf_redirect;xss,0.0,False,False,False
928,CVE-2020-15102,f0799c13628a9b9ca6ca75c085b083d924a8ea7e,https://github.com/PrestaShop/dashproducts,Unknown,CWE-862,auth_access,ssrf_redirect,0.12,False,False,False
929,CVE-2024-21665,05dec000ed009828084d05cf686f468afd1f464e,https://github.com/pimcore/ecommerce-framework-bundle,PHP,NVD-CWE-Other,sql_injection,auth_access;ssrf_redirect;xxe,0.08108108108108109,False,False,False
930,CVE-2024-28056,73b08dc424db2fb60399c5343c314e02e849d4a1,https://github.com/aws-amplify/amplify-cli,JSON,NVD-CWE-noinfo,xxe,auth_access;command_injection;resource_dos;sql_injection;ssrf_redirect,0.12345679012345678,False,False,False
931,CVE-2020-11932,7db70650feaf513d7fb6f1ca07f2d670a0890613,https://github.com/CanonicalLtd/subiquity,Python,CWE-532,path_traversal,crypto_secret;path_traversal,0.06896551724137931,True,True,False
932,CVE-2018-20332,a846b7664eda3a4c51a452e00638cf7337dc2013,https://github.com/E2OpenPlugins/e2openplugin-OpenWebif,Python,CWE-22,path_traversal,auth_access;path_traversal;resource_dos;ssrf_redirect;xss,0.13725490196078433,True,True,True
933,CVE-2024-35176,4325835f92f3f142ebd91a3fdba4e1f1ab7f1cfb,https://github.com/ruby/rexml,Ruby,NVD-CWE-noinfo,xxe,memory_safety;path_traversal;ssrf_redirect;xxe,0.24242424242424243,False,False,False
934,CVE-2016-4999,8574899e3b6455547b534f570b2330ff772e524b,https://github.com/dashbuilder/dashbuilder,Java,CWE-89,sql_injection,auth_access;command_injection;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.23529411764705882,True,True,True
935,CVE-2024-23822,1aa9597cdf2722a69651124f68cbb449be12cc39,https://github.com/sni/Thruk,Perl,CWE-22,path_traversal,path_traversal;ssrf_redirect;xss,0.09803921568627451,True,True,False
936,CVE-2024-39915,7e7eb251e76718a07639c4781f0d959d817f173b,https://github.com/sni/Thruk,Other,NVD-CWE-noinfo,xss,auth_access;command_injection;path_traversal;ssrf_redirect;xss;xxe,0.20967741935483872,False,False,False
937,CVE-2016-15019,64eb2677671018fc08b96718b81e3dbc83693190,https://github.com/tombh/jekbox,Ruby,CWE-22,path_traversal,memory_safety;path_traversal;ssrf_redirect;xss,0.09090909090909091,True,True,False
938,CVE-2018-6758,cb4636f7c0af2e97a4eef7a3cdcbd85a71247bfe,https://github.com/unbit/uwsgi,C,CWE-787,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.19230769230769232,True,True,True
939,CVE-2018-17605,a29533c52e4b60e244082433e116d2a038d01017,https://github.com/bertramdev/asset-pipeline,Other,CWE-22,path_traversal,crypto_secret;memory_safety;path_traversal;ssrf_redirect;xss,0.3018867924528302,True,True,True
